"","bike_id","start_time","stop_time","start_station","start_lat","start_long","end_station","end_lat","end_long","type","birth_year","gender","date","day","month","year","distance_meters","journey_time","age","age_group"
"11","26301",2018-02-28 08:19:37.379,2018-02-28 08:25:54.765,"3281",40.7459099663156,-74.0572714805603,"3640",40.73367,-74.0625,"Subscriber",1972,"Male",2018-02-28,"Wed","Feb",2018,1429.17943017343,6.29,46,"26 to 50"
"12","26301",2018-02-28 18:17:07.157,2018-02-28 18:25:44.443,"3640",40.73367,-74.0625,"3210",40.742677141,-74.051788633,"Subscriber",1988,"Male",2018-02-28,"Wed","Feb",2018,1348.72360069167,8.62,30,"26 to 50"
"13","26301",2018-03-01 10:27:57.018,2018-03-01 10:34:49.012,"3210",40.742677141,-74.051788633,"3640",40.73367,-74.0625,"Subscriber",1986,"Male",2018-03-01,"Thu","Mar",2018,1348.72360069167,6.87,32,"26 to 50"
"14","26301",2018-03-03 04:12:49.664,2018-03-03 04:21:03.69,"3640",40.73367,-74.0625,"3281",40.7459099663156,-74.0572714805603,"Subscriber",1978,"Male",2018-03-03,"Sat","Mar",2018,1429.17943017343,8.23,40,"26 to 50"
"15","26301",2018-03-03 18:18:47.06,2018-03-03 18:25:24.381,"3281",40.7459099663156,-74.0572714805603,"3640",40.73367,-74.0625,"Subscriber",1978,"Male",2018-03-03,"Sat","Mar",2018,1429.17943017343,6.62,40,"26 to 50"
"16","26301",2018-03-04 03:46:27.083,2018-03-04 03:54:48.553,"3640",40.73367,-74.0625,"3281",40.7459099663156,-74.0572714805603,"Subscriber",1978,"Male",2018-03-04,"Sun","Mar",2018,1429.17943017343,8.36,40,"26 to 50"
"17","26301",2018-03-04 17:18:45.39,2018-03-04 17:25:37.415,"3281",40.7459099663156,-74.0572714805603,"3640",40.73367,-74.0625,"Subscriber",1978,"Male",2018-03-04,"Sun","Mar",2018,1429.17943017343,6.87,40,"26 to 50"
"18","26301",2018-03-05 00:08:53.291,2018-03-05 00:16:39.063,"3640",40.73367,-74.0625,"3281",40.7459099663156,-74.0572714805603,"Subscriber",1978,"Male",2018-03-05,"Mon","Mar",2018,1429.17943017343,7.76,40,"26 to 50"
"19","26301",2018-03-05 07:49:36.989,2018-03-05 07:55:27.717,"3281",40.7459099663156,-74.0572714805603,"3640",40.73367,-74.0625,"Subscriber",1979,"Male",2018-03-05,"Mon","Mar",2018,1429.17943017343,5.85,39,"26 to 50"
"20","26301",2018-03-05 18:41:57.491,2018-03-05 18:46:10.661,"3640",40.73367,-74.0625,"3206",40.7311689,-74.0575736,"Subscriber",1981,"Male",2018-03-05,"Mon","Mar",2018,500.326837879182,4.22,37,"26 to 50"
"21","26301",2018-03-05 21:05:46.689,2018-03-05 21:10:12.762,"3206",40.7311689,-74.0575736,"3207",40.7376037,-74.0524783,"Subscriber",1983,"Male",2018-03-05,"Mon","Mar",2018,834.189959108418,4.43,35,"26 to 50"
"22","26301",2018-03-06 08:37:44.138,2018-03-06 08:42:21.76,"3207",40.7376037,-74.0524783,"3640",40.73367,-74.0625,"Subscriber",1985,"Male",2018-03-06,"Tue","Mar",2018,952.600940372125,4.63,33,"26 to 50"
"23","26301",2018-03-06 18:29:41.06,2018-03-06 18:34:26.383,"3640",40.73367,-74.0625,"3207",40.7376037,-74.0524783,"Subscriber",1980,"Male",2018-03-06,"Tue","Mar",2018,952.600940372125,4.76,38,"26 to 50"
"24","26301",2018-03-06 22:05:39.957,2018-03-06 22:15:19.95,"3207",40.7376037,-74.0524783,"3280",40.719282200707,-74.071261882782,"Subscriber",1990,"Male",2018-03-06,"Tue","Mar",2018,2580.21947782665,9.67,28,"26 to 50"
"25","26301",2018-03-08 10:25:57.001,2018-03-08 10:59:22.392,"3280",40.719282200707,-74.071261882782,"3640",40.73367,-74.0625,"Subscriber",1953,"Female",2018-03-08,"Thu","Mar",2018,1760.88565025674,33.42,65,"50+"
"26","26301",2018-03-10 00:27:24.23,2018-03-10 00:38:30.142,"3640",40.73367,-74.0625,"3210",40.742677141,-74.051788633,"Subscriber",1995,"Female",2018-03-10,"Sat","Mar",2018,1348.72360069167,11.1,23,"25 and under"
"27","26301",2018-03-10 09:08:31.449,2018-03-10 09:20:46.861,"3210",40.742677141,-74.051788633,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1995,"Female",2018-03-10,"Sat","Mar",2018,2666.80234441888,12.26,23,"25 and under"
"28","26301",2018-03-11 08:57:02.638,2018-03-11 16:11:08.937,"3207",40.7376037,-74.0524783,"3211",40.72152515,-74.046304543,"Customer",1982,"Male",2018-03-11,"Sun","Mar",2018,1860.11518363163,434.1,36,"26 to 50"
"29","26301",2018-03-12 06:58:12.045,2018-03-12 07:01:49.124,"3211",40.72152515,-74.046304543,"3213",40.71848892,-74.047726625,"Subscriber",1991,"Male",2018-03-12,"Mon","Mar",2018,357.937560890545,3.62,27,"26 to 50"
"30","26301",2018-03-12 07:07:39.186,2018-03-12 07:10:15.291,"3213",40.71848892,-74.047726625,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1962,"Female",2018-03-12,"Mon","Mar",2018,408.050064009582,2.6,56,"50+"
"31","26301",2018-03-12 08:16:31.772,2018-03-12 08:29:35.254,"3269",40.7260117296463,-74.0503889322281,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1985,"Female",2018-03-12,"Mon","Mar",2018,941.582314688131,13.06,33,"26 to 50"
"32","26301",2018-03-12 18:00:45.445,2018-03-12 18:05:35.016,"3186",40.7195861164717,-74.0431174635887,"3269",40.7260117296463,-74.0503889322281,"Subscriber",1986,"Female",2018-03-12,"Mon","Mar",2018,941.582314688131,4.83,32,"26 to 50"
"33","26301",2018-03-13 08:16:25.083,2018-03-13 08:21:36.413,"3269",40.7260117296463,-74.0503889322281,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1978,"Male",2018-03-13,"Tue","Mar",2018,941.582314688131,5.19,40,"26 to 50"
"34","26301",2018-03-13 16:57:11.519,2018-03-13 17:03:48.518,"3267",40.7124188237569,-74.0385255217552,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1989,"Male",2018-03-13,"Tue","Mar",2018,885.451942288554,6.62,29,"26 to 50"
"35","26301",2018-03-13 17:45:16.493,2018-03-13 17:50:06.833,"3186",40.7195861164717,-74.0431174635887,"3203",40.727595966,-74.044247311,"Subscriber",1977,"Female",2018-03-13,"Tue","Mar",2018,894.589652479464,4.84,41,"26 to 50"
"36","26301",2018-03-13 19:34:40.123,2018-03-13 19:40:06.79,"3203",40.727595966,-74.044247311,"3273",40.72165072488,-74.0428841114044,"Subscriber",1975,"Female",2018-03-13,"Tue","Mar",2018,670.180572849936,5.44,43,"26 to 50"
"37","26301",2018-03-14 00:03:39.465,2018-03-14 00:07:44.939,"3273",40.72165072488,-74.0428841114044,"3203",40.727595966,-74.044247311,"Subscriber",1978,"Unknown",2018-03-14,"Wed","Mar",2018,670.180572849936,4.09,40,"26 to 50"
"38","26301",2018-03-14 08:21:59.047,2018-03-14 08:26:35.04,"3203",40.727595966,-74.044247311,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1971,"Male",2018-03-14,"Wed","Mar",2018,894.589652479464,4.6,47,"26 to 50"
"39","26301",2018-03-14 11:48:13.315,2018-03-14 11:52:52.5,"3211",40.72152515,-74.046304543,"3275",40.7183551982321,-74.0389144420624,"Subscriber",1973,"Male",2018-03-14,"Wed","Mar",2018,716.785969765307,4.65,45,"26 to 50"
"40","26301",2018-03-15 08:41:33.221,2018-03-15 08:46:30.271,"3275",40.7183551982321,-74.0389144420624,"3183",40.7162469,-74.0334588,"Subscriber",1982,"Male",2018-03-15,"Thu","Mar",2018,517.014805533774,4.95,36,"26 to 50"
"41","26301",2018-03-15 12:27:07.085,2018-03-15 12:31:28.076,"3183",40.7162469,-74.0334588,"3213",40.71848892,-74.047726625,"Subscriber",1986,"Male",2018-03-15,"Thu","Mar",2018,1230.9802215376,4.35,32,"26 to 50"
"42","26301",2018-03-16 06:49:11.44,2018-03-16 06:53:07.671,"3213",40.71848892,-74.047726625,"3272",40.7233315864644,-74.0459525585174,"Subscriber",1962,"Male",2018-03-16,"Fri","Mar",2018,558.269071450102,3.94,56,"50+"
"43","26301",2018-03-16 07:04:35.654,2018-03-16 07:09:11.451,"3272",40.7233315864644,-74.0459525585174,"3205",40.7165397809919,-74.0496379137039,"Subscriber",1956,"Male",2018-03-16,"Fri","Mar",2018,815.967530086083,4.6,62,"50+"
"44","26301",2018-03-18 10:35:01.038,2018-03-18 10:47:56.563,"3205",40.7165397809919,-74.0496379137039,"3275",40.7183551982321,-74.0389144420624,"Subscriber",1980,"Male",2018-03-18,"Sun","Mar",2018,928.220168586341,12.93,38,"26 to 50"
"45","26301",2018-03-18 18:58:13.798,2018-03-18 19:13:11.485,"3275",40.7183551982321,-74.0389144420624,"3275",40.7183551982321,-74.0389144420624,"Subscriber",1989,"Male",2018-03-18,"Sun","Mar",2018,0,14.96,29,"26 to 50"
"46","26301",2018-03-18 22:19:25.436,2018-03-18 22:22:45.048,"3275",40.7183551982321,-74.0389144420624,"3214",40.7127742,-74.0364857,"Subscriber",1989,"Male",2018-03-18,"Sun","Mar",2018,652.854016702545,3.33,29,"26 to 50"
"47","26301",2018-03-19 16:40:51.465,2018-03-19 16:46:41.737,"3214",40.7127742,-74.0364857,"3185",40.7177325,-74.043845,"Subscriber",1994,"Male",2018-03-19,"Mon","Mar",2018,830.571613729365,5.84,24,"25 and under"
"48","26301",2018-03-19 19:56:42.381,2018-03-19 20:00:56.541,"3186",40.7195861164717,-74.0431174635887,"3203",40.727595966,-74.044247311,"Subscriber",1988,"Male",2018-03-19,"Mon","Mar",2018,894.589652479464,4.24,30,"26 to 50"
"49","26301",2018-03-19 20:25:45.234,2018-03-19 20:28:04.238,"3203",40.727595966,-74.044247311,"3203",40.727595966,-74.044247311,"Subscriber",1973,"Male",2018-03-19,"Mon","Mar",2018,0,2.32,45,"26 to 50"
"50","26301",2018-03-20 07:50:33.531,2018-03-20 07:57:11.704,"3203",40.727595966,-74.044247311,"3639",40.7192517,-74.034234,"Subscriber",1966,"Male",2018-03-20,"Tue","Mar",2018,1254.71531143441,6.64,52,"50+"
"51","26301",2018-03-20 18:05:34.783,2018-03-20 18:12:24.678,"3639",40.7192517,-74.034234,"3202",40.7272235,-74.0337589,"Subscriber",1976,"Male",2018-03-20,"Tue","Mar",2018,886.166460868366,6.83,42,"26 to 50"
"52","26301",2018-03-20 18:14:29.185,2018-03-20 18:18:22.556,"3202",40.7272235,-74.0337589,"3639",40.7192517,-74.034234,"Subscriber",1990,"Male",2018-03-20,"Tue","Mar",2018,886.166460868366,3.89,28,"26 to 50"
"53","26301",2018-03-20 21:15:12.02,2018-03-20 22:02:31.267,"3639",40.7192517,-74.034234,"3199",40.7287448,-74.0321082,"Subscriber",1971,"Male",2018-03-20,"Tue","Mar",2018,1069.38452454433,47.32,47,"26 to 50"
"54","26301",2018-03-22 21:18:03.489,2018-03-22 21:25:10.943,"3199",40.7287448,-74.0321082,"3272",40.7233315864644,-74.0459525585174,"Customer",1969,"Unknown",2018-03-22,"Thu","Mar",2018,1315.04306945797,7.12,49,"26 to 50"
"55","26301",2018-03-22 21:57:08.865,2018-03-22 22:00:02.067,"3272",40.7233315864644,-74.0459525585174,"3269",40.7260117296463,-74.0503889322281,"Subscriber",1989,"Female",2018-03-22,"Thu","Mar",2018,478.601454361996,2.89,29,"26 to 50"
"56","26301",2018-03-23 08:08:14.723,2018-03-23 08:12:29.381,"3269",40.7260117296463,-74.0503889322281,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1983,"Male",2018-03-23,"Fri","Mar",2018,941.582314688131,4.24,35,"26 to 50"
"57","26301",2018-03-23 16:56:05.623,2018-03-23 17:01:16.373,"3186",40.7195861164717,-74.0431174635887,"3205",40.7165397809919,-74.0496379137039,"Subscriber",1966,"Male",2018-03-23,"Fri","Mar",2018,646.502028653183,5.18,52,"50+"
"58","26301",2018-03-25 08:12:14.693,2018-03-25 08:20:17.693,"3205",40.7165397809919,-74.0496379137039,"3211",40.72152515,-74.046304543,"Subscriber",1988,"Male",2018-03-25,"Sun","Mar",2018,621.139550353564,8.05,30,"26 to 50"
"59","26301",2018-03-25 20:43:30.176,2018-03-25 20:45:41.235,"3211",40.72152515,-74.046304543,"3205",40.7165397809919,-74.0496379137039,"Subscriber",1988,"Male",2018-03-25,"Sun","Mar",2018,621.139550353564,2.18,30,"26 to 50"
"60","26301",2018-03-26 08:39:19.1,2018-03-26 08:43:34.216,"3205",40.7165397809919,-74.0496379137039,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1976,"Male",2018-03-26,"Mon","Mar",2018,646.502028653183,4.25,42,"26 to 50"
"61","26301",2018-03-26 12:42:10.89,2018-03-26 13:08:47.599,"3269",40.7260117296463,-74.0503889322281,"3216",40.6970299,-74.0969366,"Subscriber",1977,"Male",2018-03-26,"Mon","Mar",2018,5082.2254213091,26.61,41,"26 to 50"
"62","26301",2018-04-13 09:29:19.363,2018-04-13 09:37:16.084,"3272",40.7233315864644,-74.0459525585174,"3214",40.7127742,-74.0364857,"Subscriber",1986,"Female",2018-04-13,"Fri","Apr",2018,1419.25577794938,7.95,32,"26 to 50"
"63","26301",2018-04-13 14:05:26.601,2018-04-13 14:16:00.54,"3214",40.7127742,-74.0364857,"3209",40.7241765,-74.0506564,"Subscriber",1980,"Female",2018-04-13,"Fri","Apr",2018,1742.65341184185,10.57,38,"26 to 50"
"64","26301",2018-04-13 19:57:59.817,2018-04-13 20:11:26.75,"3209",40.7241765,-74.0506564,"3209",40.7241765,-74.0506564,"Subscriber",1990,"Female",2018-04-13,"Fri","Apr",2018,0,13.45,28,"26 to 50"
"65","26301",2018-04-13 22:11:45.027,2018-04-13 23:01:52.442,"3209",40.7241765,-74.0506564,"3213",40.71848892,-74.047726625,"Subscriber",1994,"Male",2018-04-13,"Fri","Apr",2018,678.37123717908,50.12,24,"25 and under"
"66","26301",2018-04-14 09:40:59.099,2018-04-14 09:48:45.159,"3213",40.71848892,-74.047726625,"3183",40.7162469,-74.0334588,"Subscriber",1959,"Female",2018-04-14,"Sat","Apr",2018,1230.9802215376,7.77,59,"50+"
"67","26301",2018-04-14 14:24:43.64,2018-04-14 14:36:23.221,"3183",40.7162469,-74.0334588,"3203",40.727595966,-74.044247311,"Subscriber",1986,"Male",2018-04-14,"Sat","Apr",2018,1555.37026810277,11.66,32,"26 to 50"
"68","26301",2018-04-14 15:39:11.978,2018-04-14 15:50:59.566,"3203",40.727595966,-74.044247311,"3184",40.7141454,-74.0335519,"Subscriber",1977,"Male",2018-04-14,"Sat","Apr",2018,1745.74117315003,11.79,41,"26 to 50"
"69","26301",2018-04-14 15:56:00.692,2018-04-14 15:57:43.966,"3184",40.7141454,-74.0335519,"3183",40.7162469,-74.0334588,"Subscriber",1989,"Male",2018-04-14,"Sat","Apr",2018,233.500777179786,1.72,29,"26 to 50"
"70","26301",2018-04-14 16:14:08.324,2018-04-14 16:42:19.994,"3183",40.7162469,-74.0334588,"3220",40.7349610200095,-74.0595030784607,"Subscriber",1982,"Male",2018-04-14,"Sat","Apr",2018,3026.573974951,28.19,36,"26 to 50"
"71","26301",2018-04-18 20:39:00.205,2018-04-18 20:45:11.649,"3220",40.7349610200095,-74.0595030784607,"3207",40.7376037,-74.0524783,"Subscriber",1979,"Male",2018-04-18,"Wed","Apr",2018,661.984105167455,6.19,39,"26 to 50"
"72","26301",2018-04-19 12:05:15.816,2018-04-19 12:10:39.79,"3207",40.7376037,-74.0524783,"3195",40.7307426253066,-74.0637838840485,"Subscriber",1960,"Male",2018-04-19,"Thu","Apr",2018,1221.70146534439,5.4,58,"50+"
"73","26301",2018-04-19 19:47:27.177,2018-04-19 19:50:32.495,"3195",40.7307426253066,-74.0637838840485,"3194",40.7253399253558,-74.0676221251488,"Subscriber",1972,"Male",2018-04-19,"Thu","Apr",2018,681.979668871936,3.09,46,"26 to 50"
"74","26301",2018-04-20 15:13:13.196,2018-04-20 15:16:36.287,"3194",40.7253399253558,-74.0676221251488,"3195",40.7307426253066,-74.0637838840485,"Subscriber",1992,"Male",2018-04-20,"Fri","Apr",2018,681.979668871936,3.38,26,"26 to 50"
"75","26301",2018-04-20 19:59:32.136,2018-04-20 20:05:58.548,"3195",40.7307426253066,-74.0637838840485,"3280",40.719282200707,-74.071261882782,"Subscriber",1985,"Female",2018-04-20,"Fri","Apr",2018,1420.84751502793,6.44,33,"26 to 50"
"76","26301",2018-04-21 17:20:45.352,2018-04-21 17:29:37.142,"3280",40.719282200707,-74.071261882782,"3195",40.7307426253066,-74.0637838840485,"Subscriber",1964,"Male",2018-04-21,"Sat","Apr",2018,1420.84751502793,8.86,54,"50+"
"77","26301",2018-04-21 20:41:17.398,2018-04-21 20:47:32.14,"3195",40.7307426253066,-74.0637838840485,"3280",40.719282200707,-74.071261882782,"Subscriber",1988,"Male",2018-04-21,"Sat","Apr",2018,1420.84751502793,6.25,30,"26 to 50"
"78","26301",2018-04-22 09:33:58.226,2018-04-22 09:37:21.5,"3280",40.719282200707,-74.071261882782,"3194",40.7253399253558,-74.0676221251488,"Subscriber",1988,"Male",2018-04-22,"Sun","Apr",2018,739.656505692819,3.39,30,"26 to 50"
"79","26301",2018-04-22 09:42:45.102,2018-04-22 09:48:46.218,"3194",40.7253399253558,-74.0676221251488,"3185",40.7177325,-74.043845,"Subscriber",1988,"Male",2018-04-22,"Sun","Apr",2018,2179.29088042898,6.02,30,"26 to 50"
"80","26301",2018-04-22 13:07:24.577,2018-04-22 13:17:39.09,"3185",40.7177325,-74.043845,"3276",40.7145840353589,-74.042817056179,"Customer",1987,"Female",2018-04-22,"Sun","Apr",2018,360.259022537605,10.24,31,"26 to 50"
"81","26301",2018-04-22 14:36:17.901,2018-04-22 15:54:06.869,"3276",40.7145840353589,-74.042817056179,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1986,"Female",2018-04-22,"Sun","Apr",2018,556.052953348291,77.82,32,"26 to 50"
"82","26301",2018-04-22 16:28:54.14,2018-04-22 16:52:59.795,"3186",40.7195861164717,-74.0431174635887,"3184",40.7141454,-74.0335519,"Customer",1969,"Unknown",2018-04-22,"Sun","Apr",2018,1009.09872382904,24.09,49,"26 to 50"
"83","26301",2018-04-23 11:48:32.645,2018-04-23 12:11:25.18,"3184",40.7141454,-74.0335519,"3184",40.7141454,-74.0335519,"Subscriber",1981,"Male",2018-04-23,"Mon","Apr",2018,0,22.88,37,"26 to 50"
"84","26301",2018-04-23 13:43:41.133,2018-04-23 14:00:10.513,"3184",40.7141454,-74.0335519,"3183",40.7162469,-74.0334588,"Subscriber",1973,"Male",2018-04-23,"Mon","Apr",2018,233.500777179786,16.49,45,"26 to 50"
"85","26301",2018-04-23 17:37:46.964,2018-04-23 17:42:03.551,"3183",40.7162469,-74.0334588,"3275",40.7183551982321,-74.0389144420624,"Subscriber",1986,"Male",2018-04-23,"Mon","Apr",2018,517.014805533774,4.28,32,"26 to 50"
"86","26301",2018-04-23 20:20:01.761,2018-04-23 20:22:43.804,"3275",40.7183551982321,-74.0389144420624,"3681",40.7151776773203,-74.0376833081245,"Subscriber",1985,"Female",2018-04-23,"Mon","Apr",2018,367.872585200075,2.7,33,"26 to 50"
"87","26301",2018-04-23 23:07:17.354,2018-04-23 23:11:28.651,"3183",40.7162469,-74.0334588,"3276",40.7145840353589,-74.042817056179,"Subscriber",1994,"Male",2018-04-23,"Mon","Apr",2018,812.010621772088,4.19,24,"25 and under"
"88","26301",2018-04-24 06:09:19.165,2018-04-24 06:12:06.498,"3276",40.7145840353589,-74.042817056179,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1980,"Male",2018-04-24,"Tue","Apr",2018,556.052953348291,2.79,38,"26 to 50"
"89","26301",2018-04-24 08:08:54.572,2018-04-24 08:14:53.638,"3203",40.727595966,-74.044247311,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1978,"Female",2018-04-24,"Tue","Apr",2018,894.589652479464,5.98,40,"26 to 50"
"90","26301",2018-04-24 11:09:48.122,2018-04-24 11:14:21.089,"3278",40.725685483629,-74.0487903356552,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1982,"Female",2018-04-24,"Tue","Apr",2018,829.74867405367,4.55,36,"26 to 50"
"91","26301",2018-04-24 18:58:52.912,2018-04-24 19:03:00.144,"3186",40.7195861164717,-74.0431174635887,"3279",40.7216301426384,-74.0499678254128,"Subscriber",1986,"Male",2018-04-24,"Tue","Apr",2018,621.701563471657,4.12,32,"26 to 50"
"92","26301",2018-04-25 07:11:13.953,2018-04-25 07:14:09.861,"3279",40.7216301426384,-74.0499678254128,"3186",40.7195861164717,-74.0431174635887,"Subscriber",1977,"Female",2018-04-25,"Wed","Apr",2018,621.701563471657,2.93,41,"26 to 50"
"93","26301",2018-04-25 19:43:05.147,2018-04-25 19:52:33.548,"3275",40.7183551982321,-74.0389144420624,"3199",40.7287448,-74.0321082,"Subscriber",1986,"Male",2018-04-25,"Wed","Apr",2018,1289.1081851954,9.47,32,"26 to 50"
"94","26301",2018-04-26 08:19:25.318,2018-04-26 08:21:16.98,"3199",40.7287448,-74.0321082,"3202",40.7272235,-74.0337589,"Subscriber",1980,"Female",2018-04-26,"Thu","Apr",2018,219.058973365135,1.86,38,"26 to 50"
"95","26301",2018-04-26 11:07:25.705,2018-04-26 11:09:31.79,"3202",40.7272235,-74.0337589,"3199",40.7287448,-74.0321082,"Subscriber",1986,"Male",2018-04-26,"Thu","Apr",2018,219.058973365135,2.1,32,"26 to 50"
"96","26301",2018-04-26 13:53:35.041,2018-04-26 13:55:17.948,"3199",40.7287448,-74.0321082,"3202",40.7272235,-74.0337589,"Subscriber",1980,"Female",2018-04-26,"Thu","Apr",2018,219.058973365135,1.72,38,"26 to 50"
"97","26301",2018-04-26 17:25:09.688,2018-04-26 17:57:00.274,"3202",40.7272235,-74.0337589,"3183",40.7162469,-74.0334588,"Subscriber",1984,"Female",2018-04-26,"Thu","Apr",2018,1219.19900140329,31.84,34,"26 to 50"
"98","26301",2018-04-26 18:11:40.514,2018-04-26 18:17:06.954,"3183",40.7162469,-74.0334588,"3276",40.7145840353589,-74.042817056179,"Subscriber",1988,"Male",2018-04-26,"Thu","Apr",2018,812.010621772088,5.44,30,"26 to 50"
"99","26301",2018-04-27 09:21:51.155,2018-04-27 09:31:42.372,"3276",40.7145840353589,-74.042817056179,"3638",40.7242941,-74.0354826,"Subscriber",1982,"Male",2018-04-27,"Fri","Apr",2018,1243.67478901173,9.85,36,"26 to 50"
"100","26301",2018-05-07 22:21:06.555,2018-05-07 22:29:36.052,"3195",40.7307426253066,-74.0637838840485,"3280",40.719282200707,-74.071261882782,"Subscriber",1953,"Female",2018-05-07,"Mon","May",2018,1420.84751502793,8.49,65,"50+"
"101","26301",2018-05-08 10:13:56.242,2018-05-08 10:21:56.095,"3280",40.719282200707,-74.071261882782,"3195",40.7307426253066,-74.0637838840485,"Subscriber",1953,"Female",2018-05-08,"Tue","May",2018,1420.84751502793,8,65,"50+"
"102","26301",2018-05-08 17:56:41.874,2018-05-08 18:04:54.043,"3195",40.7307426253066,-74.0637838840485,"3193",40.7246050998869,-74.0784059464931,"Subscriber",1984,"Male",2018-05-08,"Tue","May",2018,1410.83120667015,8.2,34,"26 to 50"
"103","26301",2018-05-10 06:31:19.829,2018-05-10 06:39:19.169,"3193",40.7246050998869,-74.0784059464931,"3195",40.7307426253066,-74.0637838840485,"Subscriber",1984,"Male",2018-05-10,"Thu","May",2018,1410.83120667015,7.99,34,"26 to 50"
"104","26301",2018-05-10 18:03:14.643,2018-05-10 18:12:28.925,"3195",40.7307426253066,-74.0637838840485,"3210",40.742677141,-74.051788633,"Subscriber",1984,"Male",2018-05-10,"Thu","May",2018,1668.25894344536,9.24,34,"26 to 50"
"105","26301",2018-05-11 10:57:29.453,2018-05-11 11:02:12.122,"3210",40.742677141,-74.051788633,"3640",40.73367,-74.0625,"Subscriber",1978,"Male",2018-05-11,"Fri","May",2018,1348.72360069167,4.71,40,"26 to 50"
"106","26301",2018-05-11 17:58:45.016,2018-05-11 18:05:09.572,"3640",40.73367,-74.0625,"3212",40.734785818,-74.050443636,"Subscriber",1986,"Female",2018-05-11,"Fri","May",2018,1025.93825865024,6.41,32,"26 to 50"
"107","26301",2018-05-12 18:02:32.008,2018-05-12 18:19:51.282,"3212",40.734785818,-74.050443636,"3187",40.7211236,-74.03805095,"Customer",1996,"Male",2018-05-12,"Sat","May",2018,1843.33472457982,17.32,22,"25 and under"
"108","26301",2018-05-17 07:30:52.006,2018-05-17 07:36:26.601,"3187",40.7211236,-74.03805095,"3199",40.7287448,-74.0321082,"Subscriber",1992,"Female",2018-05-17,"Thu","May",2018,984.040158959256,5.58,26,"26 to 50"
"109","26301",2018-05-17 22:32:56.27,2018-05-17 23:21:50.075,"3199",40.7287448,-74.0321082,"3199",40.7287448,-74.0321082,"Customer",1986,"Male",2018-05-17,"Thu","May",2018,0,48.9,32,"26 to 50"
